factor,subgroup,breaks,pen_smooth,pen_reg,timevarying_hr,ISE_ctrl,ISE_trt,MAD_ctrl,MAD_trt,ISE_sum,S24_ctrl,S24_trt,RMST24_ctrl,RMST24_trt,dS24,dRMST24
Complete resection (CRF),Yes,"0,12,24,30",5e-05,1e-05,False,0.02946780874282952,0.0357219080182121,0.3089879941774931,0.3749991742050481,0.06518971676104163,0.08988611735721538,0.04580953665897032,12.442489059480963,10.943835726835228,-0.04407658069824506,-1.498653332645734
Complete resection (CRF),No,"0,12,24,30",5e-05,1e-05,False,0.02946780874282952,0.0357219080182121,0.3089879941774931,0.3749991742050481,0.06518971676104163,0.9774786331552837,0.9690542082451602,23.838278852480336,23.777412276122767,-0.008424424910123518,-0.06086657635756865
Complete resection (CRF),Yes,"0,12,24,30",5e-05,5e-05,False,0.029470029104229214,0.0358740725792114,0.3071554231271406,0.37913182098225867,0.06534410168344061,0.09864520282121991,0.05159280692387099,12.572130847465711,11.05945655104069,-0.04705239589734892,-1.512674296425022
Complete resection (CRF),No,"0,12,24,30",5e-05,5e-05,False,0.029470029104229214,0.0358740725792114,0.3071554231271406,0.37913182098225867,0.06534410168344061,0.9635268903723252,0.9500186502146164,23.722089443918154,23.618117014948858,-0.013508240157708795,-0.10397242896929626
Complete resection (CRF),Yes,"0,12,24,30",5e-05,0.0001,False,0.02948002636321929,0.03603877432959872,0.3056120983687276,0.38281197201535994,0.06551880069281801,0.10703882653831871,0.057271980035223685,12.699465132320942,11.175509987756152,-0.04976684650309503,-1.5239551445647894
Complete resection (CRF),No,"0,12,24,30",5e-05,0.0001,False,0.02948002636321929,0.03603877432959872,0.3056120983687276,0.38281197201535994,0.06551880069281801,0.9506789312391863,0.9325814439539079,23.607695902980137,23.461739929494723,-0.01809748728527849,-0.1459559734854139
Complete resection (CRF),Yes,"0,12,24,30",5e-05,0.0005,False,0.029435703796998374,0.037157953730462566,0.3003421988139495,0.39790915475150385,0.06659365752746094,0.149000538716403,0.0874434823707919,13.33832095018291,11.778163515139866,-0.06155705634561111,-1.5601574350430436
Complete resection (CRF),No,"0,12,24,30",5e-05,0.0005,False,0.029435703796998374,0.037157953730462566,0.3003421988139495,0.39790915475150385,0.06659365752746094,0.8916202358733336,0.8535880115932897,23.012272627877863,22.654482252415903,-0.038032224280043936,-0.3577903754619598
Complete resection (CRF),Yes,"0,12,24,30",0.0001,1e-05,False,0.02937893084757112,0.03595586784599882,0.3066508809513592,0.378233628950745,0.06533479869356994,0.09291296697100569,0.04777690811022302,12.482635140875594,10.981948521381547,-0.045136058860782674,-1.5006866194940471
Complete resection (CRF),No,"0,12,24,30",0.0001,1e-05,False,0.02937893084757112,0.03595586784599882,0.3066508809513592,0.378233628950745,0.06533479869356994,0.9702503635463446,0.959179076341408,23.779838396537926,23.697233720276525,-0.011071287204936664,-0.08260467626140056
Complete resection (CRF),Yes,"0,12,24,30",0.0001,5e-05,False,0.029393720833151563,0.036080915639655056,0.3052133795358736,0.3816280507626898,0.06547463647280662,0.10031397151654788,0.052700479526146884,12.596428027351138,11.084084787446953,-0.04761349199040099,-1.512343239904185
Complete resection (CRF),No,"0,12,24,30",0.0001,5e-05,False,0.029393720833151563,0.036080915639655056,0.3052133795358736,0.3816280507626898,0.06547463647280662,0.9585201515247425,0.9432129451525421,23.67939572436712,23.559710605259603,-0.0153072063722004,-0.11968511910751545
Complete resection (CRF),Yes,"0,12,24,30",0.0001,0.0001,False,0.029398013691472626,0.036235205923696764,0.30384685212792995,0.3849162487421074,0.0656332196151694,0.10776252078833796,0.05775926563747441,12.711248963555612,11.188697156971035,-0.050003255150863554,-1.522551806584577
Complete resection (CRF),No,"0,12,24,30",0.0001,0.0001,False,0.029398013691472626,0.036235205923696764,0.30384685212792995,0.3849162487421074,0.0656332196151694,0.9469464991419132,0.927532508394529,23.576109725702516,23.41866133426405,-0.019413990747384147,-0.15744839143846434
Complete resection (CRF),Yes,"0,12,24,30",0.0001,0.0005,False,0.029376051193177127,0.03729866126250324,0.299091450069082,0.3992126711677766,0.06667471245568037,0.1484558523637783,0.08703178635592566,13.337468075644129,11.779234918348905,-0.06142406600785265,-1.5582331572952235
Complete resection (CRF),No,"0,12,24,30",0.0001,0.0005,False,0.029376051193177127,0.03729866126250324,0.299091450069082,0.3992126711677766,0.06667471245568037,0.8899596601470101,0.8513949407073801,22.99804781422855,22.635384003405832,-0.038564719439630024,-0.3626638108227169
Complete resection (CRF),Yes,"0,12,24,30",0.0005,1e-05,False,0.029160934810406304,0.037107446684098495,0.29592503958449334,0.3932486501019543,0.0662683814945048,0.1034594242305393,0.05481661227786298,12.683226934570675,11.174229425037066,-0.04864281195267632,-1.508997509533609
Complete resection (CRF),No,"0,12,24,30",0.0005,1e-05,False,0.029160934810406304,0.037107446684098495,0.29592503958449334,0.3932486501019543,0.0662683814945048,0.9363632103264558,0.9132574286115849,23.482684344655656,23.291432873076495,-0.023105781714870877,-0.1912514715791609
