os_6m_nivo,os_6m_tmz,os_12m_nivo,os_12m_tmz,os_18m_nivo,os_18m_tmz,os_24m_nivo,os_24m_tmz
0.885,0.887,0.583,0.623,0.285,0.364,0.10300000000000001,0.212
