os_6m_nivo,os_6m_tmz,os_12m_nivo,os_12m_tmz,os_18m_nivo,os_18m_tmz,os_24m_nivo,os_24m_tmz,pfs_6m_nivo,pfs_6m_tmz,pfs_9m_nivo,pfs_9m_tmz,pfs_12m_nivo,pfs_12m_tmz,pfs_18m_nivo,pfs_18m_tmz
0.885,0.887,0.583,0.623,0.285,0.364,0.103,0.212,0.505,0.546,0.148,0.309,0.057,0.177,0.03,0.081
